Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;
2004 49 2;996;23044921291;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;997;23044921077;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;998;23044921280;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;999;23044640414;1;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;1000;23044920457;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1001;23044930224;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1002;23044640448;8;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;1003;23044820035;8;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 2;1004;23044921241;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1005;23044920472;8;0;0;1;0;0;0;0;0;1;0;0;0;
2004 49 2;1006;23044920509;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1007;23044920534;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1008;23044921254;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1009;23044920582;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1010;23044810207;8;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;1011;23044920548;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1012;23044920458;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1013;23044920556;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1014;23044920750;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1015;23044921258;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1016;23044921253;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1017;23044640367;8;0;0;0;0;0;1;0;1;0;0;0;1;
2004 49 2;1018;23044820164;8;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;1019;23044920392;6;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1020;23044921177;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1021;23044920968;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1022;23044921176;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1023;23044920711;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1024;23044921171;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1025;23044930237;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1026;23044920394;6;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1027;23044610081;6;1;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;1028;23044920718;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1029;23044921166;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1030;23044920971;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1031;23044930238;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1032;23044921160;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1033;23044920393;6;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1034;23044810126;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;1035;23044921120;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1036;23044920953;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1037;23044920945;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1038;23044921119;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1039;23044920734;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1040;23044810074;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;1041;23044920373;13;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1042;23044920507;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;1043;23044920469;3;0;0;0;0;1;1;1;0;0;0;0;0;
2004 49 2;1044;23044920510;3;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1045;23044921182;3;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1046;23044810111;2;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 2;1047;23044920720;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1048;23044920919;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1049;23044920985;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1050;23044921178;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1051;23044920983;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1052;23044810075;6;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;1053;23044920967;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1054;23044930194;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1055;23044920974;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1056;23044920936;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1057;23044920970;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1058;23044810110;6;0;0;1;1;0;0;0;0;0;1;0;1;
2004 49 2;1059;23044920977;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1060;23044921174;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1061;23044920398;6;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1062;23044920486;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 2;1063;23044920709;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1064;23044920251;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;1065;23044921115;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1066;23044920745;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1067;23044920946;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1068;23044921152;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1069;23044921117;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1070;23044920136;2;1;0;1;1;0;0;0;0;0;0;1;1;
2004 49 2;1071;23044920418;1;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1072;23044921068;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1073;23044920594;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1074;23044921274;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1075;23044920646;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1076;23044820012;2;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;1077;23044640373;2;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;1078;23044930209;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1079;23044921154;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1080;23044920748;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1081;23044921150;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1082;23044920154;2;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;1083;23044640508;6;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;1084;23044920440;6;1;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;1085;23044920920;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1086;23044930192;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1087;23044920984;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1088;23044920934;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1089;23044820136;5;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;1090;23044920966;5;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1091;23044640592;5;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;1092;23044920490;5;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1093;23044930218;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1094;23044640453;12;0;0;0;0;0;1;0;1;0;1;0;0;
2004 49 2;1095;23045040024;12;0;0;0;1;0;1;1;0;0;0;0;0;
2004 49 2;1096;23044920962;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1097;23044920515;12;0;0;1;0;0;0;0;0;1;0;0;0;
2004 49 2;1098;23044820238;12;0;0;0;0;1;1;1;0;0;0;0;0;
2004 49 2;1099;23044920826;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1100;23044640450;1;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;1101;23044920103;1;1;1;0;1;0;0;0;0;0;0;0;0;
2004 49 2;1102;23044920601;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1103;23044921087;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1104;23044920626;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1105;23044921099;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1106;23044921272;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1107;23044920800;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1108;23044920610;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1109;23044650180;4;0;0;1;1;0;0;0;0;0;1;0;0;
2004 49 2;1110;23044920446;4;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1111;23044920713;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1112;23044930195;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1113;23044920972;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1114;23044921173;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1115;23044720119;13;0;0;0;1;0;0;0;0;0;1;0;0;
2004 49 2;1116;23044920535;13;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1117;23044920485;13;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1118;23044920506;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;1119;23044920478;13;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1120;23044930199;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1121;23044640292;13;0;0;0;0;0;1;0;1;0;1;0;0;
2004 49 2;1122;23044920513;13;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1123;23044920494;13;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1124;23044750247;13;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;1125;23044920460;13;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1126;23044920466;13;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1127;23044640443;13;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;1128;23044920958;13;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1129;23044930223;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1130;23044920965;13;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1131;23044640325;11;0;0;0;0;0;1;0;1;0;1;0;0;
2004 49 2;1132;23044640043;11;0;0;1;1;0;1;1;0;1;0;0;1;
2004 49 2;1133;23044920453;11;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;1134;23044640877;11;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;1135;23044920495;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1136;23044920442;13;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1137;23044920358;13;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1138;23044750158;2;1;0;0;1;0;0;0;0;0;1;0;0;
2004 49 2;1139;23044640545;2;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;1140;23044920511;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1141;23044920681;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1142;23044921222;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1143;23044640501;7;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;1144;23044921224;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1145;23044920204;7;0;1;1;1;0;1;1;0;0;0;0;0;
2004 49 2;1146;23044920882;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1147;23044920678;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1148;23044920906;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1149;23044920691;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1150;23044921187;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1151;23044820140;7;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;1152;23044920698;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1153;23044920897;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1154;23044920692;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1155;23044921183;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1156;23044921022;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1157;23044750072;7;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 2;1158;23044921031;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1159;23044930206;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1160;23044921140;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1161;23044920951;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1162;23044640412;10;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;1163;23044820032;9;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;1164;23044920651;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1165;23044920957;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1166;23044920649;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1167;23044920662;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1168;23044920655;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1169;23044810180;9;1;1;1;1;0;0;0;0;0;0;0;1;
2004 49 2;1170;23044920657;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1171;23044921049;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1172;23044921051;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1173;23044921045;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1174;23044920452;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1175;23044810139;9;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;1176;23044920652;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1177;23044920938;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1178;23044921112;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1179;23044920735;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1180;23044930203;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1181;23045150133;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1182;23044740084;7;1;0;1;1;0;0;0;0;1;0;0;0;
2004 49 2;1183;23044920912;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1184;23045220087;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1185;23044921186;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1186;23044920909;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1187;23045220092;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1188;23044920520;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1189;23044920146;7;0;0;0;1;0;1;1;0;0;0;0;0;
2004 49 2;1190;23044920899;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1191;23044920911;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1192;23045220088;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1193;23044921207;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1194;23045230007;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1195;23044750256;13;1;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;1196;23044920347;13;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1197;23044920820;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1198;23044921074;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1199;23044920999;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1200;23044921061;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1201;23044920638;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1202;23044810189;1;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 2;1203;23044920588;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1204;23044921081;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1205;23044921003;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1206;23044921096;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1207;23044920447;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1208;23044930184;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1209;23044920794;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1210;23044820056;2;1;0;1;1;0;0;0;0;1;0;0;0;
2004 49 2;1211;23044921004;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1212;23044920827;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1213;23044921263;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1214;23044640472;1;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;1215;23044930185;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1216;23044920873;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1217;23044920993;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1218;23044930604;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1219;23044750221;1;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;1220;23044921284;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1221;23044930763;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1222;23044920399;1;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1223;23044920874;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1224;23050120238;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1225;23044920130;1;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;1226;23050120242;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1227;23044921080;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1228;23044440120;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1229;23045150015;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1230;23044920414;1;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1231;23044750255;8;1;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;1232;23044930303;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1233;23044921249;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1234;23044920584;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1235;23044920760;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1236;23044920555;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1237;23044920113;8;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;1238;23044921240;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1239;23044920395;6;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1240;23044920932;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1241;23044920929;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1242;23044920726;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1243;23044750096;2;0;0;1;1;0;0;0;0;0;0;0;1;
2004 49 2;1244;23050120255;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1245;23045120049;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1246;23044640445;7;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;1247;23050240018;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1248;23050120237;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1249;23044920124;2;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;1250;23044920439;2;1;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;1251;23044640411;2;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;1252;23044930156;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1253;23044920516;2;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1254;23044820165;2;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 2;1255;23044920505;2;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;1256;23044920467;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1257;23044740238;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1258;23044640513;2;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;1259;23044930154;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;1260;23044530206;2;0;0;0;1;0;1;1;0;0;0;0;0;
