Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12;LPRC13;LPRC14;
2004 49 1;652;25044910339;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;653;25044911069;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;654;25045010242;18;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;655;25044911019;18;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;656;25044911251;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;657;25044810589;18;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;658;25044911300;18;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;659;25044911112;13;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;660;25044940682;13;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;661;25044910124;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;662;25044910907;18;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;
2004 49 1;663;25044920527;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;664;25044910328;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;665;25044911072;18;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;
2004 49 1;666;25044911241;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;667;25044910813;16;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;1;0;0;0;
2004 49 1;668;25044911272;18;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;669;25044910905;18;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 1;670;25044810068;18;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;671;25044920178;17;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;672;25044550243;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;673;25044911280;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;674;25044920216;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;675;25044920464;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;676;25044911266;18;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;677;25044910055;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;678;25044910762;18;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 49 1;679;25044911283;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;680;25044910095;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;681;25044850893;13;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;682;25044910323;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;683;25044911273;18;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;684;25044910912;18;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 49 1;685;25044910098;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;686;25044910888;18;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 1;687;25045010615;17;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;
2004 49 1;688;25044910278;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;689;25044810083;18;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;
2004 49 1;690;25044910972;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;691;25044911295;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;692;25044910361;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;693;25044920495;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;694;25044910845;13;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;
2004 49 1;695;25044920185;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;696;25044910980;18;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;697;25044911286;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;698;25044910110;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;699;25044910873;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;700;25044911302;18;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;701;25044910838;18;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;
2004 49 1;702;25044910966;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;703;25044910953;18;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;704;25044920097;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;705;25044911298;18;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;706;25044910995;18;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;707;25044940719;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;708;25044910258;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;709;25044911285;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;710;25044940636;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;711;25044910094;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;712;25044950450;17;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;
2004 49 1;713;25044910964;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;714;25044911276;18;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;715;25044920261;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;716;25044810040;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;717;25044911429;17;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;718;25044850520;13;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;719;25044911293;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;720;25044810045;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;721;25044850648;17;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;722;25044911448;17;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;723;25044911253;18;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;
2004 49 1;724;25044920262;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;725;25044911277;18;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;726;25044911248;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;727;25044920102;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;728;25044911294;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;729;25044940474;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;730;25044910294;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;731;25044850106;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;732;25044911257;18;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;733;25044910245;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;734;25044920586;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;735;25044911278;18;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;
2004 49 1;736;25044920069;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;737;25044911242;13;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;
2004 49 1;738;25044810049;18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;739;25044920198;13;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;740;25044911299;18;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;741;25044911018;18;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;742;25044910728;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;743;25044910783;18;1;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;
2004 49 1;744;25044910697;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;745;25044911292;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;746;25044910146;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;747;25044940638;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;748;25044910923;18;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;749;25044911237;18;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;750;25044810452;18;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;751;25044910983;18;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;752;25044810038;18;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;753;25044920103;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;754;25044911291;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;755;25044910592;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;756;25044910794;18;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;
2004 49 1;757;25044910791;18;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;758;25044911267;18;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;759;25044940680;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;760;25044910032;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;761;25044910886;18;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 1;762;25044920358;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;763;25044910145;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;764;25044910996;18;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;765;25044810041;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;766;25044810418;18;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;767;25044911020;18;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;768;25044940501;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;769;25044910034;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;770;25044911297;18;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;771;25044920485;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;
2004 49 1;772;25044910108;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;773;25044910765;18;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;774;25044810091;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;775;25044911290;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;776;25044910341;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;777;25044940477;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;778;25044940657;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;779;25044910017;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;780;25044910885;18;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 1;781;25044810074;18;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;782;25044910777;18;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;783;25044940423;18;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;784;25044920573;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;785;25044910326;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;786;25044911284;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;787;25044940556;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;788;25044910144;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;789;25044911243;18;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;
2004 49 1;790;25044910696;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;791;25044911274;18;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;792;25044850154;13;0;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;
2004 49 1;793;25044910889;18;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 1;794;25045010629;17;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;795;25044940650;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;796;25044910257;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;797;25044910657;18;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;798;25044910871;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;799;25044910225;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;800;25044911281;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;801;25044940484;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;802;25044910296;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;803;25044950211;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;804;25044940483;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;805;25044910125;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;806;25044950208;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;807;25044940645;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;808;25044940200;19;1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;
2004 49 1;809;25044840026;15;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;810;25044910864;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;811;25044910325;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;812;25044950198;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;813;25044850303;13;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;814;25044850521;13;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;815;25044850494;13;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;816;25044911306;11;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;817;25044850516;13;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;818;25044920382;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;819;25044910224;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;820;25044920574;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;821;25044950213;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;822;25044950133;13;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;1;0;0;0;
2004 49 1;823;25044940655;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;824;25044910595;11;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;825;25044910246;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;826;25044940644;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;827;25044911230;13;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;
2004 49 1;828;25044910180;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;829;25044940551;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;830;25044950402;13;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;
2004 49 1;831;25044910320;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;832;25044920575;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;833;25044950202;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;834;25044850097;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;
2004 49 1;835;25044920552;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;836;25044950196;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;837;25044910111;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;838;25044920546;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;839;25044950204;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;840;25044910254;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;841;25044940718;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;842;25044911445;15;1;0;1;1;0;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;
2004 49 1;843;25044910222;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;844;25044920582;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;845;25044940706;11;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;846;25044911236;13;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;847;25044920466;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;848;25044920242;13;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;849;25044911118;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;850;25044911440;13;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;851;25044910226;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;852;25044910991;13;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;
2004 49 1;853;25044911446;13;1;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;854;25044910237;11;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;855;25044911151;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;856;25044920590;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;857;25044910342;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;858;25044950454;13;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;859;25044911246;13;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 49 1;860;25044910244;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;861;25044910586;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;862;25044911044;13;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;863;25044911177;13;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;864;25044910059;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;865;25044920491;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;866;25044910176;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;867;25044540395;11;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;868;25044940658;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;869;25044910149;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;870;25044950312;13;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;871;25044920462;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;872;25044850127;13;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;
2004 49 1;873;25044940681;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;874;25044940487;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;875;25044920252;11;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;876;25044940528;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;877;25044950214;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;878;25044910177;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;879;25044940533;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;880;25044850006;13;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;881;25044940648;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;882;25044920243;13;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;883;25044910607;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;884;25044911066;13;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;885;25044920104;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;886;25044910559;13;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;887;25044940287;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;
2004 49 1;888;25044910327;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;889;25045010529;13;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;890;25044910990;13;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;
2004 49 1;891;25044910097;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;892;25044911310;11;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;893;25044940572;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;894;25044910039;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
